x,y
"PERSON ? time , conversation famously filmfare host PERSON PERSON , PERSON get candid PERSON , wedding feeling marry",2
"� DATE DATE ORG rule , people migrate GPE search job . chief minister won � t talk unemployment structural reform , "" say PERSON PERSON , state ORG leader . ORG leader ready counter - narrative . believe migration state force . vast country like GPE workforce mobility natural phenomena add � remittance economy "" , explain PERSON PERSON , veteran ORG leader . PERSON assert notwithstanding aggressive campaign ORG , chief minister PERSON PERSON win ORDINAL term office . PERSON , political novice , form ORG DATE death father PERSON PERSON . remain chief minister DATE DATE . early political career , PERSON PERSON realise thing � economic disadvantage state , power woman voter , emotional connect father enjoy leader . vary degree success aspect DATE DATE . create CARDINAL woman self - help group , give financial help , self - reliant get vote . road bridge infrastructure , access school , launch populist scheme poor , include rice ? MONEY kg , meal ? MONEY poor near hospital , road transport hub instantly popular . , critic argue industrial policy yield result .",0
"thank love ? ? ? ? precious ? ? love @iamksgofficial ? ? # monkeyversary # monkeylove video PERSON post social media , lovebird blow candle anniversary cake wish",2
"PERSON explain company scope growth GPE online market share limited capture PERCENT PERCENT share market . main reason company push offline expansion aggressively . offline expansion bring additional cost PERSON hesitation admit . respond question ORG aggressive offline push hurt profitability , especially ORG policy keep PERCENT PERCENT profit margin hardware , PERSON say : "" true cost business offliine high online . "" confidently cost run offline business low brand . brand generally tend CARDINAL layer distributor - national , state , city , micros distributor - product reach retailer consumer . level distribution , "" explain .",1
� DATE DATE DATE DATE DATE director say � want play mainstream game � work star find right resource money tricky tell story away mainstream narrative,2
"� proposal PERSON PERSON , director , interesting character GPE , PERSON actually , character GPE GPE kid PERSON say possible installment PERSON PERSON PERSON PERSON reprise role",2
"tof camera work independently ambient lighting condition , offer well facial recognition performance low light ORG ORG DATE say upcoming flagship device , PRODUCT PRODUCT come dual face camera system include time flight ( tof ) camera .",1
"� didn � t play , scene trench , reason , battle got pause TIME CARDINAL people go , � go ? � � � m go",2
"android major update tentatively name "" q "" removal button quick app - change animation user swipe right . "" complaint people android pie gesture focus presence dedicate button difficulty perform long swipe pill open app drawer . know gesture change PRODUCT PRODUCT , good chance ORG kill dedicate button , "" ORG ORG report DATE .",1
"CARDINAL remove ad start end date , ad remain ORG DATE DATE ORG DATE DATE , accord datum ORG collect database . base range database , CARDINAL ad display 20.5 million time cost MONEY MONEY , amount fraction MONEY MONEY spend online race . ask comment , ORG say commit bring great transparency political ad . ORG say database way company hold accountable , � mean mistake display . "" case , company � automate scan identify ban material hateful speech image poor quality ad go live . ad ok scan non - compliant link website later break . ORG � s database cover MONEY MONEY MONEY spending campaign ORG MONEY MONEY MONEY , accord database .",1
"ORG PRODUCT back QUANTITY QUANTITY charge PERCENT PERCENT TIME TIME accord NORP smartphone maker . connectivity option ORG 7.1 include usb type - c , QUANTITY QUANTITY headphone jack , bluetooth 5.0 , 4 g lte , wifi nfc .",1
"brand register PERCENT PERCENT growth market share PERCENT PERCENT PERCENT PERCENT DATE DATE 2 g feature phone segment , ORG ORDINAL ORG difference PERCENT PERCENT market share",1
"model code conduct , ensure level playing field political party election , place till entire election schedule end result announce . time , guideline political party candidate ensure � appeal caste communal feeling secure vote � corrupt practice avoid . "" LAW LAW LAW guidance political party come effect DATE entire country � violation deal strict manner , "" ORG PERSON PERSON say .",0
"polling start CARDINAL ORG ORG seat GPE GPE , include GPE , GPE , GPE , GPE GPE GPE GPE , - GPE , GPE , GPE GPE - CARDINAL seat GPE - GPE GPE GPE - CARDINAL seat GPE GPE . GPE CARDINAL constituency , voting phase happen CARDINAL constituency GPE , focus GPE � headquarters ORG -- GPE , hometown chief PERSON PERSON . GPE , key constituency voting start include GPE , GPE , GPE GPE .",0
PRODUCT PRODUCT PRODUCT flat discount ? MONEY start ? MONEY ORG realme.com . realme PRODUCT start ? MONEY ORG realme.com . user complete mobile protection plan start ? MONEY .,1
early announce film release DATE maker push release date DATE hiphop tamizha compose music PERSON PERSON PERSON PERSON PERSON PERSON PERSON crank camera film,2
"people district include dominant NORP community , believe ORG ) , split decision party overlook local leader PERSON PERSON , win DATE - poll , paradrop PERSON . local political analyst believe PERSON � s candidature push PERSON retain power balance family PERSON PERSON decide PERSON parliamentary seat PERSON PERSON , grandson . family politic - step party politic region ORG ORG ) worker fight bitter bloody battle unwilling reconcile difference brass . rebel ORG , ORG ) formal support ORG ORG ORG ( ORG ) give PERSON confidence combine PERSON household . burden PERSON � s loss , recently widow woman , cross people district bear take away edge PERSON � s campaign . ORG , account big market LANGUAGE cinema , see media attention crave necessarily reason wish .",0
"report process unify underlie messaging infrastructure platform start DATE DATE DATE DATE . roll - likely DATE . ORG get flak lackadaisical attitude datum privacy . datum leak ORG ORG scandal . ORG report say unify - end support end - - end encryption communication ORG ORG ORG PRODUCT PRODUCT . , ORG encrypt message messenger PRODUCT . present , message encryption optional PRODUCT doesn � t exist instagram .",1
"read | WORK_OF_ART WORK_OF_ART movie release live updateshowever , amidst excitement , fan upset movie leak take place DATE DATE ahead WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART s worldwide release",2
""" innovation centre fast track ai ml course techie provide industry access large pool doctorate undergraduate student university , "" say PERSON statement . ORG investment partnership enhance digital transformation capability client breakthrough innovation ai ml . partnership co - develop unique solution new ip , leverage joint capability advanced ai ml research , development , consulting solution delivery .",1
"ORG ORG ORG ORG ORG s ( ORG � s ) share rise PERCENT PERCENT DATE DATE DATE low ? MONEY DATE DATE . low valuation , pickup order book operating margin , help stock . note ORG CARDINAL level DATE DATE . price - - earning multiple CARDINAL DATE DATE DATE , stock trade way decadal average CARDINAL . CARDINAL time book value near historical low . stock get support premise fresh order , revenue margin improve . DATE DATE ebitda ( earning interest , tax , depreciation amortization ) margin PERCENT PERCENT well DATE DATE DATE DATE DATE s PERCENT PERCENT . DATE forecast brokerage firm range PERCENT PERCENT PERCENT PERCENT .",3
"word � PERSON PERSON PERSON ! thank beautiful memory sir ! forever fan! � PERSON PERSON , see play PERSON PERSON PERSON PERSON film DATE , take twitter write , � happy birthday god ji @sachin_rt � 83 film team tweet , � history cricket write , right ! wish @sachin_rt happy birthday ! # happybirthdaysachinsaiyami kher tweet , � CARDINAL century thousand run stand great human",2
"PERSON PERSON rope compose music regular shoot untitled project commence DATE work , PERSON PERSON see villain PERSON PERSON PERSON s upcoming release WORK_OF_ART",2
"patent describe tilting page touch - sensitive rear glass panel follow : � electronic device define claim CARDINAL control circuitry change content flip page text display flexible display layer base tilt angle . """,1
"GPE GPE : countdown ORG ORG election , ORG ORG ORG ( ORG ) likely come manifesto - special manifesto GPE separate manifesto state . party want focus demand statehood , central theme campaign GPE . "" detail work party likely come manifesto . GPE focus state plan state need special focus , "" senior ORG leader , wish quote say .",0
"tobii eye tracking sensor allow gamer control player action game WORK_OF_ART WORK_OF_ART WORK_OF_ART eye head movement . despite small footprint , PRODUCT PRODUCT - fledge keyboard , wide - space key . backlit , play ease dark . verdict : new ORG PRODUCT PRODUCT m set new bar gaming notebook offer power desktop machine portable form - factor . ? 2,99,590 , command hefty price tag , gamer like game anytime , performance compromise , good option .",1
"entry - level PRODUCT take TIME TIME turn page , annoy user . 3 g variant PRODUCT QUANTITY QUANTITY storage price ? CARDINAL . PRODUCT ORG power user , actually use storage , read swimming pool want absolute good PRODUCT offer . , user , cheap entry - level PRODUCT right fit . ORG PRODUCT offer middle ground high - end entry segment .",1
"� unemployment skyrocket GPE . government decide bring people neighbouring country , ? survive ? "" ask PERSON PERSON , shop owner GPE � s GPE . � legitimate citizen country stand lose . government need solve unemployment problem . result , "" PERSON say . resident point GPE try pull economic doldrum fall DATE say bill compound problem term distribution logistic resource . � support citizenship bill . hope pass ORG . government need think , look size state GPE . size land accommodate people GPE country . resource stretch provide extra people ? government need think logistic open country � s door refugee , "" say PERSON PERSON , businessman GPE .",0
"PERSON focusse acting career , rise PERSON party prompt PERSON field son , fear brother � s son see legitimate political heir PERSON PERSON PERSON s legacy ORG ) . PERSON , , active jd(s ) circle . entry PERSON PERSON herald entry generation politician PERSON household , fight hard shed image � family run � party . jd(s ) leadership hope decision field cousin stronghold � GPE GPE � electorally easy . pre - poll alliance ORG friction grass root worker party life little hard scion .",0
